	z_coordinate_0	z_coordinate_1
252	-1.9014438	-4.548111
253	6.9333615	-1.9311079
254	6.937779	-2.264908
255	6.2691555	-2.0935595
256	5.0894184	2.8135722
257	2.5797608	-0.9062576
258	9.782172	4.4719524
259	-5.1090045	-6.2473836
260	5.2823353	-2.965369
261	5.3069863	3.1172745
262	6.567947	-2.4320686
263	6.355224	-0.9583492
264	5.4417434	2.3450935
265	-1.8726043	-3.4976828
266	7.070625	-2.6120636
267	9.20532	0.012367979
268	-3.2507343	-7.5150666
269	1.1954669	-4.2404656
270	0.6794586	-9.50738
271	-5.316913	-6.780902
272	6.561828	-2.5012844
273	-4.957625	-6.6554823
274	1.0494418	-9.012692
275	-4.763229	-5.065158
276	-4.7736096	7.184272
277	6.9441843	-2.5675156
278	5.3611283	-4.363024
279	8.92376	0.7734674
280	-0.0026115198	-2.0668693
281	-5.163025	-6.063679
282	6.4264474	-1.0505852
283	5.3516088	-2.8803403
284	-2.8898556	-2.9205139
285	-2.5214295	-6.30365
286	5.325296	-3.0032804
287	5.3980203	2.5094187
288	-5.1100163	-6.7806773
289	2.2559779	-9.714193
290	9.635621	4.5401645
291	0.27000132	-4.8352823
292	5.5979104	-4.5136795
293	6.71885	-1.2396684
294	5.0118375	2.852536
295	0.5837966	-1.5202845
296	5.1631584	2.8509352
297	0.39648774	-4.6039505
298	0.72351146	-1.3979563
299	5.2641416	-2.7832131
300	-2.162648	2.5620143
301	1.1333373	7.643797
302	2.5418842	7.8435936
303	-0.0029324312	5.908989
304	1.1781955	4.255213
305	-0.19079278	5.9793
306	0.9467362	3.5514545
307	-0.9947451	6.5455766
308	0.043090537	6.450015
309	0.7834387	5.411132
310	-0.51008	6.447438
311	0.12572157	8.379999
312	0.13388631	8.10323
313	3.1455705	7.2090235
314	0.0094766	9.108968
315	1.6309341	6.582807
316	0.3581698	8.157398
317	1.1382656	3.9718645
318	0.42982483	8.411699
319	2.0055118	6.982212
320	1.3338635	5.8094044
321	2.370659	7.8864865
322	1.7283871	5.955138
323	1.124934	4.3039675
324	2.4917405	7.5727005
325	-0.016601445	6.39142
326	3.162378	7.10061
327	1.9315789	9.017321
328	1.1744084	4.277875
329	3.2527921	7.3180904
330	1.6807712	4.7648993
331	3.1941783	7.331992
332	0.39262104	6.346973
333	1.8986028	8.312471
334	0.7057162	5.8192177
335	1.7434566	6.6988487
336	-0.31878728	6.446811
337	0.33250523	5.353572
338	0.7701836	5.7205915
339	4.3674216	6.4049044
340	0.50096416	8.27326
341	0.5352346	5.3018303
342	0.84630394	5.477074
343	-0.35634142	6.6910725
344	1.8387969	8.121048
345	-0.35761127	6.2969427
346	1.6656945	5.0109863
347	0.7349337	5.675414
348	1.324079	5.9225197
349	0.3850351	7.9851704
350	1.1983263	4.345818
351	2.4441092	5.8384876
352	0.26679048	3.2532723
353	0.95022887	4.103361
354	-0.50015855	6.451866
355	3.5457323	5.828354
356	1.8376012	8.457435
357	1.1058712	4.169458
358	3.5113328	5.789659
359	0.66682816	6.2919183
360	5.055451	8.2624
361	4.8670774	7.9124618
362	1.9486518	7.0917034
363	5.590902	8.171187
364	4.765921	7.8800163
365	0.38413894	3.6512249
366	5.0434237	7.815074
367	2.4083743	7.9038625
