	z_coordinate_0	z_coordinate_1
209	0.12554336	-3.0273092
210	7.032701	-1.8915672
211	-0.8952546	-6.959666
212	3.8679729	6.078202
213	6.5865593	2.0360548
214	2.5035844	9.632314
215	-3.122789	6.5838757
216	7.8581195	2.2725916
217	0.9689794	-6.320666
218	7.7826996	2.459907
219	-0.054802164	4.449873
220	8.691629	-1.9285814
221	0.10490377	0.42103854
222	2.615708	9.116078
223	6.804731	-1.9532473
224	8.437799	-1.8523288
225	0.81058526	-5.2650027
226	6.0181985	-2.3656757
227	-0.31346625	-2.112366
228	4.4423413	-0.6403146
229	-4.4232826	-1.6410016
230	2.7561538	1.0695148
231	6.6046643	-3.3959944
232	8.150413	-4.4769235
233	1.679051	-6.964656
234	4.2260013	-2.9868374
235	-3.3368804	-5.7826395
236	0.92765206	-6.0804873
237	5.1703067	-4.832195
238	4.4978056	-3.7293406
239	4.7971506	-0.6994402
240	4.3615203	6.822522
241	1.3346435	-6.9891787
242	6.8909836	-1.8157617
243	7.1592965	-5.073295
244	-0.1419508	-5.7386904
245	4.212841	5.587231
246	5.7766194	-2.066594
247	-2.478267	-3.5946398
248	0.83908826	-2.919226
249	7.3986487	-1.7322235
250	8.203431	2.101364
251	-0.03220974	8.683336
252	7.0751147	-4.3825793
253	-2.1729019	-2.0967329
254	7.304017	-3.3095129
255	7.1772804	-3.5540988
256	6.2759733	-3.5270374
257	4.4613276	6.7069893
258	3.3707814	-0.97045827
259	2.7500756	9.490513
260	-5.2747455	-4.206815
261	6.9932156	-1.7965072
262	4.6687746	5.9676113
263	6.633043	-4.4523706
264	5.156601	-4.2520666
265	5.643039	7.0747633
266	-2.0225184	-1.1797584
267	7.386341	-4.086446
268	6.646599	1.8747509
269	-3.3757007	-5.219754
270	0.5867589	-2.3930748
271	-0.40647227	-7.898815
272	-5.422107	-4.8391833
273	6.7313957	-4.3796873
274	-5.195373	-4.810946
275	0.10524343	-7.4950056
276	-4.930023	-2.8187504
277	-1.1012545	9.814887
278	7.191346	-4.07386
279	6.350036	-6.0332966
280	5.788667	2.3511486
281	1.0067797	0.45449793
282	-5.2805214	-3.9502182
283	5.219106	-3.9026818
284	6.9931808	-1.7645209
285	-2.9633121	-0.7128147
286	-2.6254308	-3.7595205
287	6.915297	-1.8850703
288	5.413256	6.4678774
289	-5.3325653	-4.9801435
290	1.6442965	-8.851168
291	2.5781863	9.607948
292	-0.14738616	-2.7017157
293	6.6722584	-6.273233
294	5.7772374	-3.9228125
295	4.4434805	6.6113067
296	2.6241126	0.97463685
297	4.610733	6.459717
298	-0.013852656	-2.6091025
299	2.6218495	1.173088
300	6.6425595	-1.8984596
301	-1.9487273	4.975167
