	z_coordinate_0	z_coordinate_1
135	-1.530875	-1.3904123
136	-0.73863757	-0.37894756
137	-2.4357631	-2.4535556
138	-3.4604824	-2.1743667
139	-2.8927884	-2.3699574
140	-1.0521119	0.43621612
141	-3.3313117	-2.5480351
142	-3.796908	-2.5301769
143	-2.972771	-1.8476372
144	-1.8015119	0.9385266
145	-2.0479527	-1.3831247
146	-3.0512066	-1.8299861
147	-0.8516025	-0.3213002
148	-0.7646493	5.3950896
149	-1.0791687	2.640763
150	-1.0141448	5.182248
151	-0.97141093	3.9393806
152	-0.46313003	5.894138
153	-4.185098	0.9648661
154	-1.549872	4.3207507
155	-2.1740756	3.2242265
156	-3.7149522	2.4983358
157	-0.23396121	4.967289
158	-2.79026	5.1494117
159	-3.9121382	-2.861756
160	-2.6933007	2.5323203
161	-2.3996496	3.3712268
162	-3.4762633	1.6896092
163	-1.626294	4.600059
164	-2.710152	3.831587
165	-3.3994102	1.0446849
166	-2.3704886	2.9709554
167	-0.93594146	5.952112
168	-4.1207085	1.1732284
169	-1.3573167	2.9883935
170	-1.6825117	4.0234623
171	-3.3711395	0.8502414
172	-1.4297861	2.8450375
173	-1.4522411	3.713648
174	-3.1803894	3.3161552
175	-3.4153566	3.501866
176	-0.8658904	4.2330146
177	-3.6420898	0.42840207
178	-2.2400985	3.2713137
179	-1.1473681	2.3315346
180	-3.6066458	2.783729
181	-4.187337	1.4564068
182	-3.8859267	2.252074
183	-1.5361633	4.0978146
184	-4.292042	2.062016
185	-4.190646	-0.37475654
186	-3.6800227	1.3869742
187	-2.0163038	4.8368344
188	-2.7616622	3.1804497
189	-3.26817	1.4838746
190	-1.300517	2.8454618
