	z_coordinate_0	z_coordinate_1
253	8.536415	-7.6003213
254	8.527195	-7.704043
255	9.165104	-6.662502
256	4.595898	-0.29610798
257	4.503987	-0.27875867
258	4.457779	-0.33228296
259	4.527452	-0.37423792
260	4.532322	-0.34281054
261	4.559143	-0.32639435
262	4.4796605	-0.30914342
263	4.5106764	-0.3178361
264	4.4593425	-0.492796
265	4.5258255	-0.32131824
266	4.725921	-1.0096401
267	4.8652725	-1.2430489
268	10.451615	-0.18393293
269	0.2048971	-5.217026
270	-0.1374782	-6.5616016
271	0.4447206	-4.280731
272	10.428717	-0.8381191
273	10.572909	-1.1693605
274	3.879036	-5.683686
275	10.555053	-1.1151284
276	10.634861	-1.3448539
277	3.8159323	-5.8192034
278	4.7628818	-3.540483
279	4.302425	-2.704084
280	4.8061953	-3.5274284
281	10.628711	-0.9581619
282	11.168174	-2.3759081
283	9.241328	-6.698448
284	6.9335904	-5.966582
285	8.633312	-9.027058
286	6.0830665	-6.536935
287	5.9984674	-6.3995357
288	6.1339326	-6.675477
289	7.3415627	-8.163769
290	7.2920985	-8.186558
291	7.3512497	-8.170833
292	2.1661377	-4.595344
293	2.168073	-3.3933303
294	2.1364753	-4.239743
295	2.0324936	-3.2758636
296	2.0486777	-3.0381372
297	8.066264	-6.107899
298	8.187226	-6.102777
299	7.6799464	-5.9757414
300	4.5119324	-4.9269595
301	4.824717	-5.384755
302	5.025787	-5.290154
303	2.8903434	-5.51281
304	2.715573	-4.9791784
305	2.4379647	-4.4856367
306	2.5874155	-4.6672707
307	-1.6728014	-0.7719674
308	-2.0471966	-0.8252801
309	-2.882714	-1.6985741
310	-2.2835295	-1.3668057
311	-2.1063445	-0.6270009
312	-1.9000809	-0.7969014
313	-1.9059567	-0.8211868
314	-2.0945086	-1.0850431
315	-2.4281952	-0.86240864
316	-2.269484	-1.1495544
317	-2.0581784	-1.152408
318	-2.2156909	-1.6514617
319	-2.6598706	-3.6730292
320	-2.665794	-3.5603304
321	-2.7822804	-4.014756
322	-3.3157008	-2.8027236
323	-2.6826162	-4.5794177
324	-2.8701293	-6.6142263
325	-2.8195982	-5.7082796
326	-2.8678758	-4.7085958
327	1.3306466	-3.9885526
328	1.413864	-4.383848
329	1.4981322	-3.957572
330	4.3252444	-6.2530146
331	4.4725146	-6.495181
332	-3.5512424	-5.5161867
333	-3.5935044	-5.4867425
334	-3.7477539	-5.603358
335	-3.705565	-4.526904
336	-3.6611266	-3.8972027
337	-3.696634	-4.9139485
338	-3.675382	-4.3758206
339	-3.5944016	-3.5861883
340	5.333173	-4.5756006
341	1.7471461	-2.0005763
342	5.61682	-6.1698284
343	5.86837	-6.6923304
344	-0.07173743	-6.3760166
345	-0.23263037	-6.311548
346	8.288212	-8.096523
347	8.372177	-7.342591
348	4.152846	-9.766062
349	4.2759085	-9.595204
350	6.4568834	-9.514821
351	6.4726987	-9.540973
352	9.1231365	-8.411985
353	7.4070826	-11.948137
354	7.3976297	-12.001826
355	4.314167	9.681348
356	4.4994836	9.845563
357	4.6785803	9.865251
358	0.09973246	7.5570197
359	-0.053889554	8.169409
360	-0.76539594	7.654181
361	-0.24345851	7.925811
362	4.4002094	9.947111
363	4.5711546	10.2129545
364	-0.20917493	8.592453
365	-1.0621889	7.9248495
366	-3.7554274	9.224675
367	-0.029087622	8.481492
368	4.8114767	10.131185
369	4.8676395	10.054906
370	-0.51728237	7.6226363
371	4.7759075	10.068599
372	-2.132467	4.191338
373	-2.2776048	4.0232587
374	-0.7997144	6.7978764
375	-1.6740718	5.98139
376	-1.1037947	5.9442563
377	-1.6854777	5.339958
378	-1.4975028	5.6180058
379	-3.72498	5.4368505
380	-1.2744336	5.8257203
381	-1.5220457	5.326554
382	-1.5824164	5.2030396
383	-3.0533164	5.5271215
384	-2.126014	4.4797688
385	-2.2280393	4.4669404
386	-2.109718	4.3074555
387	-2.2871914	4.6157537
388	-1.2229649	5.7538176
389	-0.6936183	6.541475
390	-0.41444352	6.576831
391	-1.7369369	4.8878894
392	-0.36366773	6.8004637
393	-0.680377	6.509043
394	-0.7738717	6.562586
395	-0.7643851	6.248073
396	-1.0805981	6.0106215
397	-2.612593	4.5059967
398	-1.9675009	5.164436
399	-2.1181965	4.9519506
400	-1.2305256	5.9443502
401	-1.2970499	6.2607207
402	-1.5025225	5.5833893
403	-3.0212712	5.396179
404	-3.372031	5.0774603
405	-2.1205099	5.025512
406	-1.1908791	7.75922
407	-2.198684	5.762636
408	-4.220183	8.657231
409	-6.4182787	9.921695
410	-5.392005	9.153419
411	-5.6434712	8.055247
412	-3.952062	8.041153
413	-5.894142	7.8855658
414	-5.7211275	8.794368
415	-5.527586	9.129491
416	-5.099131	8.468568
417	-6.9799385	9.561712
418	-5.373922	9.461835
419	-1.8048047	7.739225
420	-1.4753387	7.668792
421	-1.415322	7.905668
422	-5.3913927	9.316154
423	-5.2851954	9.995719
424	-5.5631146	9.113985
425	-5.1208806	10.144198
426	-6.0301046	10.057959
427	-4.8252225	9.341043
428	-5.183306	9.018665
429	-4.8150578	9.50207
430	-4.9712834	9.177138
431	-4.4791894	9.963082
432	-4.630795	9.525043
433	-4.751624	9.431362
434	-4.8833222	8.87557
435	-5.256264	9.413105
436	-5.497294	8.867444
437	-5.4536233	8.400399
438	-1.3205615	5.596581
439	-1.5897658	5.6170034
440	-1.076221	6.4075336
441	-0.6776206	6.7422357
442	-1.0885928	6.480882
443	-3.4639478	7.664587
444	-5.2419233	9.028015
445	-1.7621661	7.48578
446	-0.7589206	6.803214
447	-0.83000094	6.418071
448	-2.1939876	7.461164
449	-5.275152	9.464883
450	-1.2240291	7.050665
451	-0.5502487	6.777857
452	-1.091661	6.9748454
453	-5.330391	9.356067
454	-5.0159373	9.525049
455	-5.155238	9.455426
456	-5.29914	9.770584
457	-2.2607863	8.221113
458	0.0055803284	7.029305
459	-2.733694	8.417732
460	-0.1307538	7.1146135
461	0.11126861	7.1183867
462	0.044740748	7.581593
463	1.3982544	6.794909
464	1.4327632	7.15034
465	-5.1390195	9.656375
466	-1.1144185	6.3588367
467	0.8627221	5.911775
468	1.9653422	6.0636683
469	0.98780555	6.133023
470	1.1550347	6.283484
471	1.4488888	6.3675857
472	1.2868387	6.937357
473	-0.6593541	6.3613176
474	-2.0481298	6.5315013
475	-0.1488524	6.098203
476	-1.8548672	5.3414483
477	-0.6415426	6.2611094
478	0.1394608	6.802198
479	2.0675817	6.2653112
480	1.6035548	6.5439777
481	1.4661558	6.530702
482	2.5358346	6.320585
483	2.3131647	6.488379
484	2.165325	6.529735
485	1.1866302	6.304633
486	2.2287018	6.598481
487	-8.506397	4.719722
488	-8.684232	4.7029605
489	-8.648293	4.813663
490	-8.6699095	4.561184
491	-8.53835	4.638864
492	-3.3989158	0.057128463
493	-3.345359	-0.2582271
494	-3.2702448	-0.97834593
495	-3.5209553	0.40449753
496	-3.3815603	0.18610525
497	-3.3624954	0.23215492
498	-3.4700375	0.3236891
499	-3.4789352	0.27469337
500	-6.839673	0.38822764
501	-6.9852486	0.41532385
502	-6.9822416	0.40033042
503	-7.0864067	0.32444385
504	-7.0494914	0.30981258
