	z_coordinate_0	z_coordinate_1
210	3.1344686	6.6513553
211	-4.246885	-6.29599
212	-0.18655312	-0.519033
213	-7.589948	-6.524904
214	-4.588321	1.7962683
215	-0.5074776	-0.81194
216	4.077388	4.8292437
217	-0.45690417	-0.778803
218	-3.149459	-1.4730135
219	4.3188896	1.5331047
220	-6.210298	8.648772
221	-8.066917	-7.223272
222	3.9343705	1.0335938
223	4.301122	1.4500895
224	3.1361876	4.7109776
225	3.9546256	0.9926801
226	1.7086778	3.6074429
227	2.2601948	0.8373525
228	-1.0158309	6.694175
229	-7.5308037	6.543385
230	4.716193	-0.40033385
231	5.6274695	0.16948853
232	4.789977	4.843926
233	2.8934512	0.31932163
234	-0.58502924	2.2857084
235	3.7305937	4.627775
236	4.1292853	-1.1269337
237	2.9251046	-1.2773008
238	2.6217394	1.0683246
239	-4.1070256	-5.5289474
240	5.105402	4.9524264
241	3.981401	1.1261361
242	6.3236165	-0.047373988
243	3.4778862	4.759869
244	-4.1366954	-6.2682295
245	6.353622	0.8396485
246	-0.08714758	2.8251858
247	1.6248578	5.1297083
248	3.9340882	0.9292188
249	-0.6207169	-0.9571537
250	-12.022232	0.8038747
251	5.452652	-0.43284428
252	0.2980969	3.462874
253	4.73259	-0.98352695
254	4.837162	-0.4091437
255	4.775831	-0.29154202
256	-4.116794	-5.5600276
257	1.829002	0.4278424
258	-7.7158217	-6.8521175
259	-1.1110933	5.263476
260	3.9227028	1.0076797
261	-4.095917	-5.6394854
262	5.4814286	-0.3125264
263	3.8594093	-0.92532206
264	-3.753162	-4.907459
265	0.17058879	4.4131813
266	5.469551	-0.18302038
267	-0.36241806	-0.3707487
268	-0.8518044	2.619149
269	0.6831037	7.7011943
270	3.985867	6.7389984
271	-0.8738196	5.091263
272	5.4021335	-0.27305534
273	-0.68189204	5.1504426
274	3.722437	6.449403
275	-0.5855839	5.825432
276	-11.221481	1.8342227
277	5.501419	-0.12770608
278	5.735632	1.585704
279	0.46740013	-0.19219592
280	-6.386942	8.46239
281	-1.4284005	5.1375113
282	3.719654	-0.8399346
283	3.908362	0.97293043
284	-0.45878172	7.858195
285	-0.26444817	2.8284638
286	3.872942	1.0339897
287	-3.7023683	-5.0577435
288	-0.6955656	5.033787
289	5.947881	7.117376
290	-8.018116	-6.7265053
291	1.7682816	4.0074196
292	5.6640034	1.6608404
293	3.9834409	-0.78888685
294	-4.0315924	-5.5747666
295	-7.818137	6.7991834
296	-3.951211	-5.5121994
297	0.9711199	6.385489
298	-7.24607	6.4580097
299	4.067109	1.0176563
300	-4.71626	-1.2995818
301	4.174544	-5.0236783
302	1.6052452	-3.9366896
303	5.3795285	-3.2628384
304	1.3082283	-4.3865886
305	2.2816248	-4.4731355
306	1.469697	-3.1322517
307	1.7750392	-3.718517
308	1.0900996	-3.60548
309	5.891031	-4.2069736
310	0.7457858	-3.4951074
311	2.254282	-4.158766
312	1.7077504	-3.3471386
313	0.6690708	-7.47229
314	5.471771	-8.126066
315	2.8234458	-8.517077
316	5.8628607	-7.4281907
317	1.5972869	-7.7382345
318	1.6233497	-4.186941
319	1.6421895	-8.2707615
320	1.7313696	-8.252709
321	6.6075234	-6.2583356
322	4.24921	-6.0330544
323	1.8246357	-3.8709216
324	0.21393164	-5.919223
325	0.08953174	-6.2370105
326	2.0720325	-8.379385
327	1.7229174	-3.6155827
328	4.249968	-8.605773
329	4.6691303	-4.0034447
330	1.2003512	-4.3007274
331	5.3673267	-8.2284155
332	0.5476173	-6.879544
333	1.6733719	-5.091653
334	0.77056015	-7.104268
335	2.7456288	-4.2718554
336	2.8295865	-6.4746704
337	2.3804116	-5.110843
338	2.7888632	-8.13486
339	5.624227	-9.701062
340	1.9841814	-4.652062
341	0.89032304	-3.3279166
342	1.6647042	-4.107607
343	5.212787	-8.000444
344	5.072226	-9.07638
345	0.3158173	-6.618958
346	0.73905236	-3.6690793
347	1.1703976	-4.574181
348	1.4312681	-3.8707664
349	5.39922	-3.3357747
350	1.5926554	-6.904206
351	1.821723	-4.367365
352	1.8989648	-4.7001286
353	1.1522137	-6.741604
354	4.9179955	-9.059771
355	2.0213656	-4.3428974
356	1.0240355	-4.142246
357	4.3932767	-5.855455
358	1.3434209	-6.460007
359	4.9393597	-4.763361
360	1.2085015	-4.32119
361	2.8036184	-6.258729
362	2.6699033	-6.2237515
363	7.0789194	-6.042458
364	5.062099	-5.1008058
365	6.066049	-7.2860193
366	3.4866142	-7.7437897
367	2.2282362	-4.802394
368	5.0528107	-7.816027
369	7.055643	-6.1338596
370	0.20704052	-5.6827335
371	3.9298463	-5.4149976
372	0.08835585	-5.9448195
373	5.872759	-2.7070858
374	5.1348157	-8.092625
375	4.1181192	-5.1729803
376	0.9153666	-5.833677
377	0.077090114	-6.413645
378	4.332475	-6.0981016
379	5.3346696	-7.962146
380	5.665347	-3.4366975
381	7.436981	-6.226217
382	6.5631247	-6.7769423
383	4.996835	-9.553586
384	2.0183659	-4.2644
385	7.748587	-5.4888473
386	0.9441188	-5.786079
387	6.9398704	-5.78909
388	7.8471913	-5.2344885
389	6.603307	-6.3821344
390	1.5927689	-7.723172
391	4.8173275	-7.236923
392	2.6897306	-8.914804
393	1.1376948	-3.5012844
394	2.8683996	-7.229422
395	0.5443368	-5.542139
396	3.962944	-6.0722423
397	6.6299725	-3.1232414
398	1.3396717	-3.2674966
399	1.6594044	-3.2501328
400	6.0686493	-2.8671236
401	2.1997461	-3.4847834
402	0.57204217	-3.476594
403	2.8774347	-6.031635
404	1.2957875	-7.296262
405	1.5469652	-3.5260632
406	6.369222	3.828052
407	5.1949487	-8.807849
408	3.840733	-5.124143
